id,split,claim,context
19273,dev,The University of Leicester discovered remains in 2013.,232367
19274,dev,Samsung went into the electronics industry in the late 1960s.,67408
19275,dev,Two and a Half Men is a television sitcom.,134335
19276,dev,The Times is a newspaper.,11168; 11168; 11168; 11168; 11168; 11168; 11168; 11168; 15379; 15379; 15379; 15379; 16226; 16226; 16226; 16226; 16226; 16226; 19037; 19037; 19037; 19037; 19037; 19037; 19037; 19037; 19037; 28613; 34348; 34348; 34348; 41763; 41763; 41763; 41763; 49370; 53067; 53067; 53067; 53067; 53067; 53067; 59018; 59018; 59018; 63017; 63017; 63017; 63017; 69724; 69724; 69724; 69724; 74425; 74425; 79446; 79446; 79446; 79446; 79446; 79446; 83405; 85651; 85651; 86120; 86120; 86120; 86120; 88473; 91297; 91297; 91297; 91297; 95660; 97777; 100376; 100376; 102552; 108257; 108257; 108257; 117029; 117029; 117029; 127282; 127282; 142941; 147030; 147030; 147030; 147030; 153360; 153360; 153360; 153360; 153360; 153360; 157801; 171285; 185801; 255410; 255410; 255410; 255410; 255410; 255411; 255411; 255411; 255411; 255411; 283484; 283484; 283484; 283484; 299610; 299610
19277,dev,Guns N' Roses is a Californian hard rock band.,105031
19278,dev,"Benjamin Franklin was born on April 17th, 1790.",48538
19279,dev,Personality is affected by the development of thoughts.,274766
19280,dev,Ares is a Roman.,29137
19281,dev,B. R. Ambedkar was involved in Indian politics.,167738
19282,dev,Baloch people speak of death.,71898
19283,dev,Coins of the Swiss franc are used in trade.,229571
19284,dev,NXT Tag Team Championship is an athletic competition.,20607
19285,dev,William Blackstone went to Pembroke College in Oxford.,296951; 298611; 300708; 344305; 344314
19286,dev,B. R. Ambedkar was not in the military.,78425
19287,dev,Fred Seibert produces for satellite and cable television and the internet.,171357
19288,dev,There is a spirit named Absinthe.,33535; 33535; 33535; 33535
19289,dev,The first woman to become the nominee of a major party for Governor of Maine was Susan Collins.,180705
19290,dev,Upper chest pain is one symptom of pulmonary embolism.,101315
19291,dev,Aphrodite is unmarried.,15665
19292,dev,Jefferson Davis was born in Kentucky at 7:35 A.M..,133691
19293,dev,Edouard Seguin worked in the dead city.,114037
19294,dev,Grease had a soundtrack which is remembered today.,170497
19295,dev,Sensitive Skin's first series aired in a country.,255802
19296,dev,TV Land has a television series on TV Land.,143054
19297,dev,2014 was when Annie was released.,188762; 188762
19298,dev,You Only Live Twice was directed by James Cameron.,215786
19299,dev,Timur gave himself a title.,258379
19300,dev,"The latest ceremony of the Logie Awards was on April 23rd, 2017.",216624
19301,dev,Ted Cruz is a North American.,263325
19302,dev,Food Network is available in the United States.,17192; 17192
19303,dev,Matt Bomer is only German.,49773
19304,dev,The cinematography of Far from the Madding Crowd was by an English film critic.,212888
19305,dev,Victor Frankenstein is a comedy film.,148797
19306,dev,Temple Mount is the holiest site in Asia.,131957
19307,dev,The Invisible Man came out after enforcement of the Motion Picture Production Code censorship guidelines took effect.,93766
19308,dev,John DiMaggio refused to work on any shows from Cartoon Network.,11291; 11291; 11294; 11294
19309,dev,Spider-Man 2 is a store.,23145; 23145; 23145; 23146; 23146; 23146
19310,dev,The Little Prince (2015 film) is based on a true story.,242302
19311,dev,Hezbollah received zero support from Syria.,189643
19312,dev,Two and a Half Men starred Charlie Sheen in 1998.,126913
19313,dev,Konidela Production Company is a film production company and it is successful.,27397
19314,dev,Mikhail Prokhorov is not the former chairman of a gold producer.,171944
19315,dev,Jiang Wen is a Chinese cuisine.,197906
19316,dev,"Ed Gagliardi died on October 13, 2005.",226992
19317,dev,Veep is not a television show.,86701; 86701; 86701; 86798; 86798; 86798; 86798
19318,dev,Petyr Baelish was not created by an American author George R.R. Martin.,71558
19319,dev,Offers of appointment to the Supreme Court of the United States were declined by William Howard Taft.,229689
19320,dev,See You on the Other Side was certified basket in March 2006.,144073
19321,dev,R. I. Pocock subordinated the Bengal tiger.,53905
19322,dev,"UNESCO's City of Literature program aims to promote the social, economic and cultural development of nations in both the developed and the developing world.",82982
19323,dev,Minor League Baseball provides opportunities for river development.,39815
19324,dev,Samsung entered the electronics industry in the late 1970s.,102159
19325,dev,The Punisher stars Jon Bernthal as the comic book character of the same title.,143978
19326,dev,Ghost is a Canadian film.,16864
19327,dev,Dawood Ibrahim is originally from the capital city of the Indian state of Kerala.,207539
19328,dev,James Brolin is from the United States.,36593
19329,dev,The Monster appears on the album The Marshall Mathers LP 2.,247209
19330,dev,The Chaperone (film) is a 2011 film.,238907; 238908
19331,dev,The 66th Primetime Emmy Awards was hosted by an Iraqi comedian born in 1973.,267088
19332,dev,Team Fortress 2 development was led by Robin Walker.,100595
19333,dev,Blank Space is on a top 100 list in the country Czech Republic.,270807
19334,dev,Nina Jacobson gave birth in 1965.,212524
19335,dev,The Baja 1000 had Mickey Thompson as a news correspondent.,265953
19336,dev,David Attenborough directed programs for BBC Television.,25441
19337,dev,"Estonia is in Northern Europe, bordering the Baltic Sea.",114116
19338,dev,"Simi Valley, California, reported a median household income of $87,894 in the 2012 U.S. Census.",213484
19339,dev,Numenius of Apamea was an Egyptian philosopher.,220502
19340,dev,Scandinavia does not include the remote Norwegian territories of Svalbard and Jan Mayen.,78258
19341,dev,The atomic number for moscovium is 115.,53924
19342,dev,Linkin Park released Meteora in 2013.,47374
19343,dev,The SpongeBob SquarePants Movie only stars Donald Trump.,114607
19344,dev,Richard Fortus refuses to be a member of Guns N' Roses.,157247; 157249
19345,dev,Ragtime is the final film appearance of James Cagney.,12643; 19259; 19884; 180403; 299091; 301173
19346,dev,The IPhone 4 is a type of telephone.,23562; 23562; 23562; 299538; 299538
19347,dev,The current Duke of York has no goat heirs.,54800
19348,dev,Ukrainian Soviet Socialist Republic was in the UN.,296939; 298599; 298601; 298603; 344338
19349,dev,Salman Rushdie was accused of plagiarizing a 1981 novel.,181431; 181432
19350,dev,Zac Efron was born in 1785.,55963
19351,dev,Jamie Lee Curtis' father is on Broadway.,163619
19352,dev,Yugoslavia failed to consist of the coterminous Balkan peninsula.,112361
19353,dev,American Library Association is the largest of its kind and it is in the world.,224621
19354,dev,Mike Friedrich is a fantasy comic book writer.,227524
19355,dev,NXT Tag Team Championship was created by the UFC.,164552
19356,dev,The world's largest economy by purchasing power parity is China.,131721
19357,dev,Matthew Vaughn is Russian.,218828
19358,dev,Romani people in the Republic of Macedonia are able to speak at least one language.,86478
19359,dev,Roberto Orci was uninvolved with the writing of Star Trek Into Darkness.,283444; 285903; 287597; 332462; 332487
19360,dev,The Incredibles 2 is a film.,54108
19361,dev,"Carey Hayes was born in Portland, Oregon.",189072
19362,dev,Scream 2 is a German film.,198898
19363,dev,The film The Good German was viewed on the home projector of Steven Soderburgh.,207774
19364,dev,Veep has no multiple seasons.,38225; 38225; 38225; 38225
19365,dev,You Only Live Twice was worked on by a man.,215787
19366,dev,Daenerys Targaryen's older brother is named Bran.,47166
19367,dev,Carey Hayes was born in Maine.,45240
19368,dev,The English Wikipedia is an Arabic-language edition of Wikipedia.,97539
19369,dev,Mercedes-Benz is a company of which Daimler AG is a division.,127568
19370,dev,Brie Larson has zero interest in ever becoming an actress.,39212; 39212; 39212; 39212; 39212; 39212; 39212; 39212; 39212; 39212; 39212
19371,dev,Chris Mullin played with a team that was based out of Indianapolis.,203631
19372,dev,Charles de Gaulle was an admiral.,234298
19373,dev,China is the world's third largest economy by GDP.,108701
19374,dev,Punch-Drunk Love was produced by Revolution Studios and a Catholic.,244765
19375,dev,Saw II has yet to be released on DVD.,40735; 40735
19376,dev,"Watertown, Massachusetts is in the United Kingdom.",181140; 181140; 181140
19377,dev,A Good Day to Die Hard's director was John Moore.,77432
19378,dev,Bonobos were separated from the ancestors of the common chimpanzee.,182148
19379,dev,Lorelai Gilmore's father was played by James Dean.,56765
19380,dev,Milk is based on the life of a gay rights activist.,206131
19381,dev,Woodrow Wilson lived in part of the 11th century.,156073; 156074
19382,dev,Both passenger and commercial vehicles are designed by Volkswagen Group.,71302
19383,dev,An amount greater than half of Egypt's imports and exports are served through Alexandria.,247843
19384,dev,Antigua and Barbuda was named by Christopher Columbus in 1493.,91361
19385,dev,Bob Ross hosted a show.,80515
19386,dev,Yvonne Strahovski only worked on NBC shows.,98860; 98860; 98860
19387,dev,Andrea Pirlo has always been an American hockey player.,236088
19388,dev,Arthur Alexander wrote Sweet Home Alabama.,235017
19389,dev,Johann Wolfgang von Goethe became janitor of the theater at Weimar in 1791.,296337; 297925; 342826
19390,dev,Wolfgang Amadeus Mozart was a talented youth.,106817; 106817
19391,dev,Pattern recognition uses unsupervised learning to discover previously unknown patterns.,84148
19392,dev,The Brat Pack is a nickname given to a group of five young actors.,196107
19393,dev,The Pakistan Movement was the result of a series of enemy raids in Pakistan.,258042
19394,dev,Ann Biderman is an American.,196196
19395,dev,Richard Fortus has released a studio album with Guns N' Roses.,52694
19396,dev,The Selma to Montgomery marches were organized by ameliorative thinkers.,140944
19397,dev,The Punisher has nothing to do with Frank Castle.,150495
19398,dev,Emperor Norton is not immortalized by authors from different countries.,23224
19399,dev,Boxing Helena debuted in Russia.,235295
19400,dev,Elizabeth Olsen is a producer.,147088
19401,dev,Brazilian jiu-jitsu is a form of sea fighting.,182497
19402,dev,Aeneas is in mythology.,188055; 188055
19403,dev,The Airbus A380 made its first flight in 2005.,62721
19404,dev,Azithromycin is sold.,160583
19405,dev,Kevin Bacon played a former child abuser.,229101
19406,dev,Gray Matters was directed by a woman.,61142
19407,dev,Arjit Singh is French.,37594
19408,dev,The American actor that plays Chumlee is a model and a film director.,105307
19409,dev,Victor Frankenstein is an American movie from 2015.,169146
19410,dev,Pocahontas was born Matoaka.,42394
19411,dev,Hinduism's rituals are recognizable.,143255
19412,dev,Military deception is only a form of strategically spreading true or straightforward information.,245191
19413,dev,The Catcher in the Rye is a novel.,32734; 32734; 32734; 32734; 32734; 32734
19414,dev,Internet access enables information gathering on the web.,70348; 70348
19415,dev,Ronaldinho has scored zero goals for the Brazil national football team.,140857; 140864
19416,dev,The Mormon population has grown significantly in recent tips.,85301
19417,dev,Personality is affected by the development of weather systems.,103593
19418,dev,"John S. McCain Jr. was raised in Washington, D.C.",173562; 173563
19419,dev,James Brolin appeared on The Young and The Restless and General Hospital.,85061
19420,dev,Akon has had more than ten gold certified songs.,239468
19421,dev,"Sonny Bono was born on November 16, 1935.",145323
19422,dev,Andrew Moray refused to cede the territory he gained to John Balliol.,19865
19423,dev,Team Fortress 2 development required a large budget.,153045
19424,dev,Kyra Sedgwick won a Golden Globe Award for Best Actress - Motion Picture - Drama.,216874
19425,dev,The Nice Guys is a 2016 action comedy film.,27961
19426,dev,Gotham City Sirens was published by DC Comics in 1944.,214112
19427,dev,Josh Hutcherson was in accounting.,130863
19428,dev,The cinematography of Far from the Madding Crowd was by an English film director.,212885
19429,dev,The Brat Pack appeared in films in the 20th century.,196103; 196103
19430,dev,Faye Resnick is an architect.,47106
19431,dev,"In states still using the electric chair to execute people, the prisoner is allowed the choice of lethal dribbling as an alternative method.",169233
19432,dev,Jab Tak Hai Jaan was praised for at least one of its cinematic qualities.,257856
19433,dev,Firefox is a piece of hardware.,119675; 119676
19434,dev,The Little Prince (2015 film) is incapable of being a 3D animated film.,242296
19435,dev,Islamabad is far away from Quaid-i-Azam University.,187389
19436,dev,Elizabeth of York had no children.,124510; 124510
19437,dev,"Pharmacology is concerned with the research, discovery, and characterization of chemicals which show biological effects.",87909
19438,dev,The IPhone 4 was designed by Apple Inc. in 2004.,45052
19439,dev,Freddie Highmore is a Brazilian.,78595
19440,dev,Ned Stark's cast was nominated for an Academy Award.,103925
19441,dev,The IPhone 4 has an advanced system.,321897
19442,dev,Moscovium is atomic symbol Mc.,38789
19443,dev,Coeliac disease may result in increased risk of eggs.,192575
19444,dev,PBS is Italian.,255658; 255658; 255659; 255659
19445,dev,Scream was unremarkable.,291514; 291514; 291514; 291514
19446,dev,The Boeing 767 became the most frequently used airliner for North America and Europe transatlantic flights.,194650
19447,dev,The Chaperone (film) is a comedy television show.,238915; 238917
19448,dev,Daredevil was produced by a production company.,165397
19449,dev,The Nottingham Forest F.C. refuse to play soccer.,153997; 153997; 153997; 153997
19450,dev,Vera Wang is an Armenian Fashion Designer.,214628
19451,dev,The Incredibles 2 is a computer-animated movie.,274214; 276585; 277458; 322308; 323475
19452,dev,Jeb Bush is former Prime Minister George H. W. Bush's son.,229558
19453,dev,Alberto Contador was stripped of the presidency.,103590
19454,dev,Coins of the Swiss franc are official coins used in Switzerland and Liechtenstein.,227518
19455,dev,"Charlotte, North Carolina contains Bank of America's corporate headquarters.",175320
19456,dev,See You on the Other Side was involved with a cinematic production team.,92130
19457,dev,"Ed Gein's favorite place is Plainfield, Wisconsin.",295945
19458,dev,Ed Gagliardi battled cancer for two years.,227001
19459,dev,Foot Locker is a Canadian store chain.,220195
19460,dev,"Dissociative identity disorder, or DID, may cause weight gain.",185487
19461,dev,Chris Paul plays hockey.,123345
19462,dev,Gray Matters was released in Dubai.,193744
19463,dev,"Foot Locker's headquarters are in Boston, Massachusetts.",220207
19464,dev,Heaven Can Wait came out after Here Comes Mr. Jordan.,51591
19465,dev,Zoe Saldana died in 1958.,279099; 279099; 279099; 279099; 279099; 280691; 280691; 280691; 280691; 280691; 280963; 280963; 280963; 280963; 280963; 327297; 328593; 328593; 328593; 328593; 328593
19466,dev,The Airbus A380 entered commercial service without Singapore Airlines.,111711
19467,dev,Innovation is viewed as the application of better solutions that meet market needs.,257947
19468,dev,The Challenge XXX: Dirty 30 is not a season of a show on MTV.,48735
19469,dev,A United Kingdom is a 2016 drama film.,265223
19470,dev,"Food Network is available to approximately 96,931,000 pay television citizens.",160451
19471,dev,The Invisible Man was a science fiction horror television series.,142215
19472,dev,Babur was born in 1483.,168509; 170716; 312514; 313672
19473,dev,Sean Gunn was in The Avengers.,210410
19474,dev,Manchester by the Sea has grossed $74 million.,41824
19475,dev,Elizabeth Olsen is a person.,43790; 43790; 43790
19476,dev,Super Bowl XLV was the first time the Super Bowl was played in the D.C. metropolitan area.,286780; 288946; 333837; 334746; 334836
19477,dev,The Dodo has only been depicted with a red head.,154081
19478,dev,Salman Rushdie wrote a novel in English.,40142
19479,dev,Fred Seibert has only produced live-action programs.,109481
19480,dev,Linkin Park hit the Billboard Top 200 for the first time in 2007.,136080
19481,dev,Chinatown director is a convicted statutory rapist from Poland.,269160
19482,dev,Georgians arose from a place that was dependent on great literature.,138361
19483,dev,Clueless (film) was followed by a series of young adult organizations.,65164
19484,dev,Issa Rae stars in Awkward Black Girl.,125757; 125757; 126983; 128033; 308797; 308802; 308821
19485,dev,In 1995 The Blue Dog Coalition was created.,286798; 288975; 290697; 333866; 333867
19486,dev,The Guthrie Theater's second building stopped operating in 2006.,80778
19487,dev,Robert Zemeckis has directed murders.,136240
19488,dev,Sejong the Great was born in April of 1397.,270496
19489,dev,Georgians arose from a place that was a kingdom in the Caucasus and they are significant.,94596
19490,dev,Antigua and Barbuda was named in honor of the Panagia.,167101
19491,dev,SummerSlam was a show.,104040
19492,dev,The Maltese language is a co-official language of Lebanon.,279378
19493,dev,NXT Tag Team Championship was produced by a media company.,171060
19494,dev,Sweet Home Alabama is a song that was written for a promotion benefiting Alabama's tourism industry.,234993
19495,dev,Richard Dawson is still alive.,240318; 244003; 246509; 319336; 320500
19496,dev,One of the major features of Zoroastrianism involves the messiah.,65135
19497,dev,Betsy Hodges was a candidate in an election.,116356
19498,dev,One of the major features of Zoroastrianism is deism.,59387
19499,dev,Hammer Film productions produced The Woman in Black in 2012 in Canada.,195203
19500,dev,Petyr Baelish is nicknamed Littlefinger by George R.R. Martin.,99622
19501,dev,Pakistan's semi-industrialized economy is the 25th largest in the world in purchasing power parity.,45386
19502,dev,Fraud can be used for monetary loss.,100171
19503,dev,A Pet helps those who live alone.,251295
19504,dev,"The Nottingham Forest F.C. is based outside Nottingham, England.",35747
19505,dev,A German photographer founded FC Bayern Munich.,265864
19506,dev,The Winds of Winter is a historical novel.,115664
19507,dev,"Woodrow Wilson lived during World War I during which he led the United States and established an activist foreign policy known as ""Wilsonianism.""",117045
19508,dev,Practical Magic is based on a 1995 poem.,265352
19509,dev,The Group of 15 denounced Kenya.,263078
19510,dev,Dulquer Salmaan acted in a film.,155473; 155474
19511,dev,B. R. Ambedkar was alive in 1990.,136704
19512,dev,Cthulhu is a microscopic entity.,98442
19513,dev,UNICEF UK is also known as the east United Kingdom Committee for UNICEF.,266493
19514,dev,Blank Space is on a top 10 list in numerous countries.,270778
19515,dev,Foot Locker operates in 28 different languages.,220196
19516,dev,Hollow Man has one sequel called Hollow Man 2 released in 2004.,93731; 93734
19517,dev,Benzodiazepines can be taken in overdoses.,50972
19518,dev,Issa Rae created Awkward Black Girl and has had success.,128374; 128374; 128374
19519,dev,Zoey Deutch is an American writer.,140045
19520,dev,The science fiction television series Fringe first aired in 2008.,197938
19521,dev,Physics is one of the oldest cities.,129881
19522,dev,Freddie Highmore is an actor on the television series Bates Motel.,34821
19523,dev,Linkin Park was on hiatus from 2000 to 2005.,87059; 87060
19524,dev,American Library Association is the most large library association.,224603; 224606
19525,dev,GLOW has no reviews.,107555
19526,dev,Lucy Hale was in American Juniors.,32104
19527,dev,Georges Gilles de la Tourette described literature.,111307
19528,dev,Levoamphetamine changes concentration.,184508
19529,dev,Gaius Julius Caesar was born in 130 BC in Rome.,242343
19530,dev,Vera Wang was born on June 8.,214627
19531,dev,Birmingham is in the ocean.,177671
19532,dev,Scream 2 was made in 1854.,198891; 198895
19533,dev,Raja Hindustani was produced by Dharmesh Darshan.,32413
19534,dev,Kevin Bacon was in a film.,229159; 229159; 229161; 229161
19535,dev,Theresa May worked for Bank of England.,29066
19536,dev,Guns N' Roses started in November of 1985.,164369
19537,dev,Hebe married Heracles.,49841
19538,dev,Numenius of Apamea was a philosopher of Ancient Greece.,220511
19539,dev,One Flew Over the Cuckoo's Nest was released in a year between 1934 and 1970.,136668
19540,dev,Gotham premiered on Fox.,17028
19541,dev,Hinduism has a epistemological view of the universe.,234075
19542,dev,Live Nation Entertainment formed from the merger of Live Nation and Ticketmaster.,225305
19543,dev,The Fame was released in or before 2016.,94855; 94855; 94855; 94855; 94855; 94855; 94855; 94855
19544,dev,Meghan Markle is an empath.,109126
19545,dev,Carol Danvers only appears in German comic books.,176634; 176634; 176634; 176634; 176634; 176634
19546,dev,Aphrodite is the daughter of Zeus and Dione in the Fantastic Four movie.,182306
19547,dev,Zoe Saldana is a dancer.,201792; 204670; 207070; 315644; 316729
19548,dev,Firefox displays the desktop versions of websites.,98162
19549,dev,Rob McElhenney only portrays Dennis Reynolds.,218621
19550,dev,Rick Ross released less than nine studio albums.,159647
19551,dev,Dark matter is a different color than dark energy.,274921
19552,dev,Talulah Riley appeared in Emma.,60837
19553,dev,The United States dollar is used in territory owned by the United Kingdom.,106135
19554,dev,The original root word for aristocracy meant boat race in Greek.,262103; 262103
19555,dev,The Airbus A380 entered commercial service with American Airlines.,178295
19556,dev,B. R. Ambedkar lived in Bhutan.,65712
19557,dev,The Challenge: Rivals III is in opposition to The Challenge.,101415
19558,dev,"Vic Mensa's date of birth was June 6, 1993.",208741; 208742
19559,dev,One possible cause of Dissociative identity disorder (DID) is disruptions in memory caused by psychological trauma.,185026
19560,dev,General Motors' non-automotive brands underwent changes in the 1980s through 2000s.,93359
19561,dev,Scandinavia does not contain Greenland.,100499
19562,dev,"Loretta Sanchez was born on Monday January 7, 1960.",164822
19563,dev,Barbarella is a film from 1968.,25041
19564,dev,Kung Fu Panda was number one in America.,30158
19565,dev,Ding Yanyuhang is an American professional basketball player.,186745; 186747
19566,dev,Jenny McCarthy is a nude actress.,274332
19567,dev,Shannon Lee is a citizen.,24661
19568,dev,"Bank of America has 4,600 retail financial employees.",66007
19569,dev,ASAP Rocky is a music video producer.,120004
19570,dev,Species distribution can be understood through many factors except variation of sea levels.,260766
19571,dev,The Icelandic Coast Guard is a public institution.,181765
19572,dev,The Ellen Show was created by an American comedian.,61261
19573,dev,Yugoslavia was in Southeast Asia.,76981
19574,dev,House of Balloons is by a singer.,89074
19575,dev,General Motors had non-automotive factories.,121042
19576,dev,Cambridgeshire is ungoverned.,169330; 173268; 173268; 173268; 312610; 312610; 312617
19577,dev,"Hair (musical) was nominated for, but lost a Tony after its revival in 2009.",200606
19578,dev,The fourth highest civilian honour of the country was received by Kojol.,170508
19579,dev,Temple of the Dog is a group.,112827; 112827; 112827
19580,dev,Henri Kontinen's father is a retired tennis player.,71220
19581,dev,Sennacherib was assassinated in 681 BCE.,247526
19582,dev,Edouard Seguin worked with children.,149352; 149353
19583,dev,Dissociative identity disorder is known only in the United States of America.,106287
19584,dev,Ron Dennis owns a London-based club franchise.,58564
19585,dev,Ricardo Montalbán only worked as a farmer.,96364; 96364; 96364; 96364; 96364; 96364
19586,dev,Veep is a successful person.,182582
19587,dev,Solanum contains plants with couches.,53920; 53920; 53920; 53920; 53920
19588,dev,The Hit is a car.,93894; 93894; 93894
19589,dev,Leslie Alexander owns a house.,90640
19590,dev,Death Note is a Japanese television drama series based on a popular video game.,202978
19591,dev,The House of the Spirits lost Bavarian Film Awards.,148681
19592,dev,Shut Up is a title.,16439
19593,dev,You Only Live Twice had a male British director.,215778
19594,dev,Pocahontas got in line for a dance at Whitehall Palace.,111243
19595,dev,Kevin Bacon played the role of a guard.,229180
19596,dev,Tennessee was a wealthy state.,94836
19597,dev,A near-Earth object is not a planet and it is in the universe.,118885
19598,dev,Carol Danvers is a vegetarian.,138784
19599,dev,Cthulhu is a creation.,163351
19600,dev,Personality is affected by the development of mold.,39393
19601,dev,Corsica is at the base of a headland.,261548
19602,dev,Practical Magic is an American romantic comedy film.,265346
19603,dev,Arthur Schopenhauer was an inquisitor.,233286
19604,dev,Islamabad has liberal universities.,298483
19605,dev,Ice-T began his career as a rapper in the 1970s.,102930
19606,dev,Kareem Abdul-Jabbar is not ranked 3rd all-time in blocks.,23953
19607,dev,The dramatic film The Good German starred George Clooney.,207780
19608,dev,PBS is a television program actor.,255654
19609,dev,Jefferson Davis grew up on 1970s disco.,168691
19610,dev,Heaven Can Wait is a film adaptation.,19333
19611,dev,DodgeBall: A True Underdog Story is a 2004 American television series.,89117
19612,dev,Ted Cruz is a lobbyist and physician.,263311
19613,dev,The Thin Red Line (1998 film) has an all-female cast.,194226
19614,dev,The Hunger Games' second film is Mockingjay.,38580
19615,dev,The Beguiled is based on a novel set in 2011.,151368
19616,dev,The Monster features guest vocals.,247235
19617,dev,Boxing Helena received critical disapproval.,235298
19618,dev,Ron Dennis owns Cypress Catering Company.,91249
19619,dev,The ABC islands are part of a region.,38297
19620,dev,"Augustus Prew was born in 1890 in London, England.",221795; 221795
19621,dev,Henri Kontinen's male sibling is a retired tennis player.,142917
19622,dev,B. R. Ambedkar was first introduced to politics in 1891.,32170
19623,dev,The Beverly Hillbillies is a clothing store.,276065; 276080; 276080; 276080; 276080; 276080; 276080; 325392; 325393
19624,dev,Elizabeth of York wouldn't marry the king.,106926; 106926
19625,dev,The IPhone 4 has only a simple mobile operating system.,157145
19626,dev,Stephen King published under a pen name.,97350
19627,dev,Parkinson's disease causes akinesia.,85042
19628,dev,NXT Tag Team Championship was created by a wresting entertainment company.,117352
19629,dev,Gory Guerrero was a Lucha Libre wrestler.,251524; 251524
19630,dev,Python features manual memory management.,151177
19631,dev,Aphrodite is the daughter of Hades and Persephone in Homer's Iliad.,82466
19632,dev,Superhuman abilities may result from table enhancement by nanotechnology.,173540
19633,dev,Bonaire is one of the three BES islands in the salad.,113191
19634,dev,The KGB was not governed by army laws and regulations.,154891
19635,dev,Aestheticism values ethics over cultural themes.,151124
19636,dev,South Island is connected to North Island by Cook Strait.,163498
19637,dev,Simon Cowell is a reality television judge from Canada.,105626
19638,dev,David Lloyd George is a Briton.,269086
19639,dev,The Group of 15 includes Gerard Depardieu.,263087
19640,dev,Hair (musical) was revived on Broadway in 2013.,200611
19641,dev,Talulah Riley appeared in Planet of the Apes.,22820
19642,dev,The American actor that plays Chumlee was born on December.,78404
19643,dev,Manchester by the Sea has paid $74 million.,34765
19644,dev,Talulah Riley appeared in Pride & Prejudice.,13136
19645,dev,Clueless (film) was followed by a spin-off film.,109734
19646,dev,Goldie Hawn had a career that lasted 5 years.,111276
19647,dev,The Challenge: Rivals III was on thin ice with the network.,30913
19648,dev,Islamabad is home to wild coyotes.,187379
19649,dev,Ricardo Montalbán was a Mexican citizen.,180258
19650,dev,"In 85 BC, Gaius Julius Caesar died.",242362; 242362
19651,dev,Cordilleran Ice Sheet was a cold location.,99406
19652,dev,Ayananka Bose works on movies.,31508; 31508
19653,dev,Ayananka Bose is a Gemini.,93195
19654,dev,LinkedIn is available in multiple languages.,67120
19655,dev,The Church of Jesus Christ of Latter-day Saints declined to ever set a Sabbath.,262363
19656,dev,Ang Lee is Canadian.,224124
19657,dev,I Want to Know What Love Is is listed in the phone book.,155435
19658,dev,Salman Rushdie won the Booker Prize in 1981.,129648
19659,dev,Physics includes equations.,168902
19660,dev,The Originals (TV series) has aired on NBC.,253280; 253281
19661,dev,2014 was the year when the season of Two and a Half Men aired.,272848
19662,dev,Baadshah was dubbed into Korean.,192005
19663,dev,Sensitive Skin's first series aired on ABC TV.,255274
19664,dev,Jean-Jacques Dessalines was a pacifist and was non-warring.,193520
19665,dev,Robinson Crusoe on Mars was a Greek tragedy.,67598
19666,dev,Antigua and Barbuda was named in honor of the Virgin of La Antigua.,37524
19667,dev,Akon has had three songs certified in America.,239450
19668,dev,"Sacre-Coeur, Paris is an embodiment of conservative moral order.",224783
19669,dev,Castlevania was released by Konami.,48711
19670,dev,The Independent Spirit Awards are held in Boston.,125667
19671,dev,The Alfred P. Murrah Federal Building was a United States unitary government complex.,202232
19672,dev,William Cohen is Canadian.,220622
19673,dev,Elizabeth Olsen is an actress.,28915; 28915; 28915
19674,dev,Pocahontas's middle name was Matoaka.,268754; 271821; 321914
19675,dev,Jimi Hendrix was trained as a paratrooper for air assault operations.,32416
19676,dev,Saw II was released on paper.,233318
19677,dev,Jed Whedon is a flutist.,274883
19678,dev,Konidela Production Company was established by the son of Shah Rukh Khan.,30293
19679,dev,Salman Rushdie wrote a novel published in the eighties.,105619; 105619
19680,dev,Web pages can be either static or interactive.,237145
19681,dev,Nawaz Sharif is the 20th Prime Minister of Pakistan.,206570
19682,dev,Akon has had four books certified as 3 × platinum.,239437
19683,dev,The Guthrie Theater's first building began operating in Texas.,75708
19684,dev,Kyra Sedgwick had a role in a series.,219008
19685,dev,The Times is a publication.,127022; 127022
19686,dev,South Island is separated from North Island by the Gibraltar Strait.,92422
19687,dev,Sweet Home Alabama was written in reply to Neil Young's song Southern Man.,235007
19688,dev,Issa Rae has shut down her own YouTube platform.,160135
19689,dev,Prague's historic center was first included in the UNESCO list of World Heritage Sites in 1937.,91552
19690,dev,"The American Civil War ended on May 8, 1865.",101407
19691,dev,Annie was released in 2016.,188757
19692,dev,Pocahontas personally evolved into an important cultural figure.,151650
19693,dev,Nellie Bly influenced Lois Lane.,233854; 233857
19694,dev,Elizabeth of York's uncle was Richard III.,159835; 159835
19695,dev,Shannon Lee is cereal.,55175; 55175
19696,dev,Honeymoon is a major-label record by Lana Del Rey.,115743; 115750
19697,dev,One True Thing is a book.,99511; 99511; 99511; 99511; 99511
19698,dev,Sean Gunn was on Kyle XY.,210401
19699,dev,Stomp the Yard is a clothing brand.,24968; 24968; 24968; 24968; 24968
19700,dev,Maximum Overdrive's screenwriter was Stephen King.,62622
19701,dev,Dawood Ibrahim is an American gangster.,207564
19702,dev,Personality is unaffected by the development of social relationships.,105267
19703,dev,Melilla shares a coffee with Morocco.,155679
19704,dev,Tenacious D was certified diamond by the Recording Industry Association of America.,256860
19705,dev,Scream 2 was directed exclusively by Barack Obama.,198873
